cups,caffeine,strength,age,gender,employment_status,wfh
2.0,Full caffeine,Strong,45-54 years old,Not specified,Not specified,Not specified
2.0,Full caffeine,Medium,35-44 years old,Male,Employed full-time,I do a mix of both
1.0,Half caff,Strong,25-34 years old,Male,Employed full-time,I do a mix of both
3.0,Full caffeine,Strong,45-54 years old,Male,Employed full-time,Work from home
0.5,Half caff,Light,35-44 years old,Female,Employed full-time,Work in person
1.0,Full caffeine,Medium,25-34 years old,Male,Employed full-time,Work in person
2.0,Full caffeine,Medium,45-54 years old,Male,Unemployed,Work from home
3.0,Full caffeine,Medium,45-54 years old,Female,Employed full-time,I do a mix of both
1.0,Full caffeine,Strong,25-34 years old,Male,Employed full-time,I do a mix of both
2.0,Full caffeine,Medium,25-34 years old,Male,Employed full-time,I do a mix of both
1.0,Full caffeine,Medium,18-24 years old,Male,Employed full-time,Work from home
2.0,Full caffeine,Strong,25-34 years old,Male,Employed full-time,Work from home
1.0,Full caffeine,Medium,18-24 years old,Male,Student,I do a mix of both
2.0,Full caffeine,Strong,>65 years old,Not specified,Not specified,Work from home
3.0,Full caffeine,Strong,35-44 years old,Male,Employed full-time,Work from home
0.5,Full caffeine,Medium,18-24 years old,Male,Employed full-time,Work from home
1.0,Full caffeine,Strong,25-34 years old,Male,Employed full-time,Work from home
2.0,Full caffeine,Strong,35-44 years old,Male,Employed full-time,Work in person
2.0,Full caffeine,Strong,18-24 years old,Male,Employed full-time,I do a mix of both
2.0,Full caffeine,Medium,25-34 years old,Female,Employed full-time,Work from home
2.0,Full caffeine,Medium,35-44 years old,Female,Employed full-time,Work in person
2.0,Full caffeine,Strong,35-44 years old,Male,Employed full-time,Work in person
1.0,Full caffeine,Strong,25-34 years old,Male,Employed full-time,Work from home
2.0,Full caffeine,Medium,35-44 years old,Male,Not specified,Work from home
0.5,Half caff,Strong,25-34 years old,Female,Employed full-time,Work in person
1.0,Full caffeine,Strong,35-44 years old,Male,Employed full-time,Work from home
2.0,Full caffeine,Strong,55-64 years old,Male,Employed full-time,Work in person
2.0,Full caffeine,Medium,18-24 years old,Male,Student,Work from home
2.0,Full caffeine,Strong,35-44 years old,Female,Employed full-time,I do a mix of both
1.0,Full caffeine,Medium,25-34 years old,Female,Employed full-time,Work from home
5.0,Full caffeine,Medium,18-24 years old,Male,Employed part-time,Work in person
2.0,Full caffeine,Medium,25-34 years old,Male,Employed part-time,Work from home
2.0,Full caffeine,Medium,<18 years old,Female,Student,I do a mix of both
1.0,Full caffeine,Strong,25-34 years old,Female,Employed part-time,I do a mix of both
1.0,Full caffeine,Medium,25-34 years old,Female,Homemaker,Work from home
1.0,Full caffeine,Strong,25-34 years old,Female,Employed full-time,I do a mix of both
3.0,Full caffeine,Strong,25-34 years old,Male,Employed full-time,I do a mix of both
3.0,Full caffeine,Strong,35-44 years old,Not specified,Not specified,Not specified
1.0,Full caffeine,Strong,25-34 years old,Male,Employed full-time,Work from home
3.0,Full caffeine,Strong,25-34 years old,Male,Employed full-time,I do a mix of both
1.0,Full caffeine,Medium,25-34 years old,Female,Employed full-time,I do a mix of both
1.0,Full caffeine,Medium,18-24 years old,Female,Employed part-time,I do a mix of both
2.0,Full caffeine,Strong,18-24 years old,Non-binary,Student,Work in person
2.0,Full caffeine,Strong,25-34 years old,Not specified,Not specified,Not specified
2.0,Full caffeine,Medium,25-34 years old,Male,Unemployed,Work from home
2.0,Full caffeine,Medium,25-34 years old,Male,Employed full-time,Work from home
3.0,Full caffeine,Strong,55-64 years old,Male,Employed full-time,Work from home
2.0,Full caffeine,Medium,25-34 years old,Not specified,Not specified,Work from home
3.0,Full caffeine,Medium,35-44 years old,Male,Employed full-time,Work in person
2.0,Full caffeine,Strong,35-44 years old,Female,Employed full-time,I do a mix of both
2.0,Full caffeine,Strong,35-44 years old,Non-binary,Employed full-time,Work from home
1.0,Full caffeine,Medium,45-54 years old,Male,Employed full-time,Work in person
1.0,Full caffeine,Medium,25-34 years old,Female,Employed full-time,Work from home
1.0,Full caffeine,Strong,25-34 years old,Male,Employed full-time,Work in person
1.0,Full caffeine,Strong,25-34 years old,Male,Employed full-time,Work from home
2.0,Full caffeine,Strong,35-44 years old,Male,Employed full-time,Work from home
3.0,Full caffeine,Strong,25-34 years old,Male,Employed full-time,Work from home
1.0,Full caffeine,Medium,35-44 years old,Male,Unemployed,Work from home
2.0,Half caff,Strong,25-34 years old,Male,Employed full-time,Work from home
2.0,Full caffeine,Medium,25-34 years old,Male,Employed full-time,Work from home
4.0,Full caffeine,Medium,55-64 years old,Male,Retired,Work from home
2.0,Full caffeine,Strong,25-34 years old,Male,Employed full-time,Work from home
2.0,Full caffeine,Medium,45-54 years old,Female,Employed full-time,Work in person
2.0,Full caffeine,Strong,55-64 years old,Male,Employed full-time,I do a mix of both
2.0,Full caffeine,Strong,55-64 years old,Female,Employed part-time,Work from home
2.0,Full caffeine,Strong,25-34 years old,Male,Employed full-time,Work in person
1.0,Full caffeine,Strong,35-44 years old,Male,Employed full-time,Work from home
1.0,Full caffeine,Strong,35-44 years old,Male,Employed full-time,Work from home
1.0,Full caffeine,Strong,35-44 years old,Male,Employed full-time,Work in person
1.0,Full caffeine,Strong,25-34 years old,Female,Employed full-time,Work from home
0.5,Full caffeine,Medium,25-34 years old,Not specified,Not specified,Not specified
2.0,Full caffeine,Strong,25-34 years old,Male,Employed full-time,Work in person
2.0,Full caffeine,Medium,25-34 years old,Male,Employed full-time,I do a mix of both
1.0,Full caffeine,Medium,18-24 years old,Male,Employed full-time,Work in person
1.0,Decaf,Strong,45-54 years old,Male,Employed part-time,Work in person
3.0,Full caffeine,Strong,25-34 years old,Male,Employed full-time,Work from home
1.0,Full caffeine,Strong,35-44 years old,Male,Employed part-time,Work from home
1.0,Full caffeine,Strong,>65 years old,Not specified,Not specified,Not specified
2.0,Full caffeine,Strong,25-34 years old,Not specified,Not specified,Not specified
3.0,Full caffeine,Strong,35-44 years old,Male,Employed full-time,Work in person
2.0,Full caffeine,Medium,18-24 years old,Male,Not specified,I do a mix of both
2.0,Full caffeine,Strong,18-24 years old,Female,Employed full-time,Work from home
2.0,Full caffeine,Strong,35-44 years old,Male,Employed full-time,Work from home
2.0,Full caffeine,Strong,18-24 years old,Female,Student,Work from home
0.5,Decaf,Light,25-34 years old,Female,Employed full-time,Work in person
2.0,Full caffeine,Medium,25-34 years old,Female,Employed full-time,Work in person
2.0,Full caffeine,Light,18-24 years old,Male,Student,Work in person
0.5,Not Specified,Not specified,18-24 years old,Not specified,Not specified,Not specified
0.5,Decaf,Light,25-34 years old,Female,Employed full-time,Work from home
2.0,Full caffeine,Medium,25-34 years old,Not specified,Not specified,Not specified
2.0,Half caff,Medium,35-44 years old,Male,Employed full-time,Work in person
1.0,Full caffeine,Strong,25-34 years old,Male,Employed full-time,Work in person
1.0,Full caffeine,Medium,25-34 years old,Male,Employed full-time,Work from home
2.0,Full caffeine,Medium,25-34 years old,Male,Employed full-time,Work from home
2.0,Full caffeine,Medium,25-34 years old,Not specified,Not specified,Work from home
1.0,Full caffeine,Medium,25-34 years old,Female,Employed full-time,Work in person
2.0,Full caffeine,Medium,25-34 years old,Male,Employed full-time,Work in person
2.0,Full caffeine,Medium,25-34 years old,Female,Unemployed,Work from home
1.0,Full caffeine,Medium,25-34 years old,Female,Employed full-time,Work from home
2.0,Full caffeine,Strong,25-34 years old,Male,Employed full-time,Work from home
2.0,Full caffeine,Strong,25-34 years old,Male,Employed full-time,Work from home
2.0,Full caffeine,Medium,45-54 years old,Male,Employed full-time,Work from home
3.0,Full caffeine,Medium,35-44 years old,Male,Employed full-time,Work from home
1.0,Half caff,Strong,35-44 years old,Male,Employed full-time,Work from home
3.0,Full caffeine,Strong,18-24 years old,Male,Student,I do a mix of both
2.0,Full caffeine,Medium,25-34 years old,Male,Employed full-time,Work from home
1.0,Full caffeine,Strong,25-34 years old,Female,Employed full-time,I do a mix of both
2.0,Full caffeine,Medium,25-34 years old,Female,Employed full-time,Work in person
2.0,Full caffeine,Strong,25-34 years old,Not specified,Not specified,Not specified
4.0,Full caffeine,Strong,>65 years old,Female,Employed full-time,Work in person
2.0,Full caffeine,Strong,25-34 years old,Female,Employed full-time,I do a mix of both
2.0,Full caffeine,Medium,35-44 years old,Male,Employed full-time,Work in person
2.0,Full caffeine,Medium,25-34 years old,Female,Employed full-time,Work from home
2.0,Full caffeine,Strong,25-34 years old,Female,Employed full-time,Work in person
2.0,Full caffeine,Strong,35-44 years old,Female,Employed full-time,Work from home
0.5,Half caff,Light,35-44 years old,Not specified,Not specified,Work from home
2.0,Not Specified,Medium,35-44 years old,Male,Employed full-time,Work from home
2.0,Full caffeine,Medium,25-34 years old,Male,Employed full-time,Work in person
1.0,Full caffeine,Medium,18-24 years old,Male,Employed part-time,Work in person
2.0,Full caffeine,Medium,25-34 years old,Male,Employed full-time,Work from home
0.5,Full caffeine,Medium,18-24 years old,Other,Student,Work in person
2.0,Full caffeine,Medium,18-24 years old,Other,Student,Work in person
1.0,Full caffeine,Strong,35-44 years old,Male,Unemployed,Work from home
0.5,Half caff,Medium,25-34 years old,Female,Employed full-time,Work from home
1.0,Full caffeine,Strong,35-44 years old,Male,Employed full-time,Work from home
1.0,Full caffeine,Medium,25-34 years old,Female,Employed full-time,Work in person
3.0,Full caffeine,Medium,55-64 years old,Male,Employed full-time,I do a mix of both
2.0,Full caffeine,Strong,25-34 years old,Male,Employed full-time,Work in person
1.0,Full caffeine,Medium,35-44 years old,Female,Employed full-time,Work in person
2.0,Full caffeine,Strong,25-34 years old,Male,Employed full-time,I do a mix of both
5.0,Full caffeine,Medium,35-44 years old,Male,Employed full-time,I do a mix of both
3.0,Full caffeine,Medium,35-44 years old,Male,Employed full-time,Work from home
2.0,Full caffeine,Strong,25-34 years old,Male,Employed full-time,Work from home
4.0,Full caffeine,Medium,25-34 years old,Male,Employed full-time,I do a mix of both
1.0,Full caffeine,Strong,25-34 years old,Male,Employed full-time,Work in person
2.0,Full caffeine,Medium,25-34 years old,Female,Employed full-time,Work in person
3.0,Full caffeine,Strong,18-24 years old,Male,Employed full-time,Work in person
1.0,Half caff,Medium,25-34 years old,Female,Employed full-time,Work in person
0.5,Full caffeine,Strong,35-44 years old,Female,Employed full-time,Work from home
2.0,Full caffeine,Light,25-34 years old,Non-binary,Employed full-time,I do a mix of both
1.0,Decaf,Medium,35-44 years old,Male,Employed full-time,Work in person
2.0,Full caffeine,Strong,45-54 years old,Male,Employed full-time,Work from home
2.0,Half caff,Strong,25-34 years old,Female,Employed full-time,Work from home
2.0,Full caffeine,Medium,25-34 years old,Male,Employed full-time,Work from home
4.0,Full caffeine,Medium,25-34 years old,Male,Employed full-time,Work in person
2.0,Full caffeine,Strong,25-34 years old,Male,Employed full-time,Work from home
1.0,Full caffeine,Strong,35-44 years old,Male,Employed full-time,Work from home
2.0,Full caffeine,Strong,25-34 years old,Male,Employed full-time,Work in person
1.0,Full caffeine,Strong,35-44 years old,Male,Employed full-time,Work from home
2.0,Full caffeine,Strong,25-34 years old,Male,Employed full-time,I do a mix of both
2.0,Full caffeine,Strong,35-44 years old,Male,Employed full-time,Work from home
2.0,Full caffeine,Medium,25-34 years old,Male,Employed full-time,I do a mix of both
2.0,Full caffeine,Strong,45-54 years old,Male,Employed full-time,Work from home
1.0,Full caffeine,Strong,18-24 years old,Male,Student,Work in person
0.5,Full caffeine,Strong,25-34 years old,Not specified,Not specified,Not specified
2.0,Full caffeine,Strong,25-34 years old,Female,Employed full-time,Work in person
2.0,Full caffeine,Strong,25-34 years old,Male,Employed full-time,Work from home
3.0,Full caffeine,Strong,25-34 years old,Male,Employed full-time,I do a mix of both
1.0,Full caffeine,Strong,25-34 years old,Male,Employed full-time,I do a mix of both
2.0,Full caffeine,Strong,18-24 years old,Not specified,Employed full-time,Work from home
3.0,Full caffeine,Strong,35-44 years old,Male,Employed full-time,Work from home
4.0,Full caffeine,Strong,18-24 years old,Not specified,Not specified,Work from home
2.0,Full caffeine,Strong,25-34 years old,Female,Employed full-time,Work from home
2.0,Full caffeine,Light,45-54 years old,Female,Employed full-time,Work in person
2.0,Full caffeine,Strong,25-34 years old,Male,Employed full-time,I do a mix of both
0.5,Decaf,Medium,18-24 years old,Male,Employed full-time,Work from home
2.0,Full caffeine,Medium,25-34 years old,Male,Employed full-time,I do a mix of both
2.0,Full caffeine,Strong,25-34 years old,Male,Employed full-time,Work in person
2.0,Full caffeine,Medium,25-34 years old,Male,Employed full-time,Work from home
2.0,Full caffeine,Medium,25-34 years old,Male,Employed full-time,Work from home
2.0,Full caffeine,Strong,25-34 years old,Female,Employed full-time,Work from home
1.0,Half caff,Strong,35-44 years old,Male,Employed full-time,I do a mix of both
2.0,Full caffeine,Medium,25-34 years old,Female,Employed full-time,Work in person
1.0,Full caffeine,Strong,25-34 years old,Male,Employed full-time,Work from home
3.0,Full caffeine,Medium,25-34 years old,Male,Employed full-time,I do a mix of both
2.0,Full caffeine,Strong,18-24 years old,Male,Employed full-time,Work from home
1.0,Full caffeine,Medium,25-34 years old,Male,Employed full-time,Work from home
2.0,Full caffeine,Light,25-34 years old,Male,Employed full-time,I do a mix of both
4.0,Full caffeine,Medium,35-44 years old,Male,Employed full-time,I do a mix of both
2.0,Full caffeine,Strong,25-34 years old,Male,Student,Work from home
3.0,Full caffeine,Strong,25-34 years old,Male,Employed full-time,I do a mix of both
1.0,Full caffeine,Strong,25-34 years old,Male,Student,I do a mix of both
